country,year,response,month,covid
Spain,2018,0.12,MAR,no
Finland,2018,0.01,MAR,no
France,2018,0.04,MAR,no
United Kingdom of Great Britain and Northern Ireland (the),2018,0.03,MAR,no
Greece,2018,0.06,MAR,no
Hong Kong,2018,0.06,MAR,no
Honduras,2018,0.10,MAR,no
Hungary,2018,0.06,MAR,no
Indonesia,2018,0.19,MAR,no
Ireland,2018,0.04,MAR,no
Israel,2018,0.22,MAR,no
India,2018,0.11,MAR,no
Italy,2018,0.06,MAR,no
Japan,2018,0.10,MAR,no
Kenya,2018,0.15,MAR,no
Cambodia,2018,0.13,MAR,no
Korea (the Republic of),2018,0.03,MAR,no
Kazakhstan,2018,0.02,MAR,no
Sri Lanka,2018,0.24,MAR,no
Lithuania,2018,0.02,MAR,no
Morocco,2018,0.37,MAR,no
Madagascar,2018,0.05,MAR,no
Mexico,2018,0.14,MAR,no
Malaysia,2018,0.29,MAR,no
Nigeria,2018,0.14,MAR,no
Nicaragua,2018,0.28,MAR,no
Netherlands (the),2018,0.11,MAR,no
Norway,2018,0.05,MAR,no
New Zealand,2018,0.12,MAR,no
Panama,2018,0.17,MAR,no
Peru,2018,0.02,MAR,no
Philippines (the),2018,0.07,MAR,no
Poland,2018,0.03,MAR,no
Portugal,2018,0.05,MAR,no
Serbia,2018,0.02,MAR,no
Russian Federation (the),2018,0.02,MAR,no
Sweden,2018,0.05,MAR,no
Singapore,2018,0.10,MAR,no
Slovakia,2018,0.04,MAR,no
Turkey,2018,0.05,MAR,no
Trinidad and Tobago,2018,0.36,MAR,no
Taiwan ,2018,0.06,MAR,no
"Tanzania, United Republic of",2018,0.05,MAR,no
Ukraine,2018,0.04,MAR,no
United States of America (the),2018,0.08,MAR,no
Venezuela (Bolivarian Republic of),2018,0.09,MAR,no
Vietnam,2018,0.07,MAR,no
South Africa,2018,0.10,MAR,no
Argentina,2018,0.14,APR,no
Austria,2018,0.09,APR,no
Australia,2018,0.12,APR,no
Begium,2018,0.12,APR,no
Bulgaria,2018,0.11,APR,no
Bolivia (Plurinational State of),2018,0.10,APR,no
Brazil,2018,0.17,APR,no
Botswana,2018,0.22,APR,no
Belize,2018,0.06,APR,no
Canada,2018,0.06,APR,no
Switzerland,2018,0.14,APR,no
Chile,2018,0.06,APR,no
China,2018,0.13,APR,no
Colombia,2018,0.17,APR,no
Costa Rica,2018,0.06,APR,no
Cuba,2018,0.13,APR,no
Czechia,2018,0.20,APR,no
Germany,2018,0.13,APR,no
Denmark,2018,0.05,APR,no
Dominican Republic (the),2018,0.03,APR,no
Ecuador,2018,0.08,APR,no
Egypt,2018,0.02,APR,no
Spain,2018,0.13,APR,no
Finland,2018,0.06,APR,no
France,2018,0.12,APR,no
United Kingdom of Great Britain and Northern Ireland (the),2018,0.13,APR,no
Greece,2018,0.17,APR,no
Hong Kong,2018,0.29,APR,no
Honduras,2018,0.10,APR,no
Hungary,2018,0.16,APR,no
Indonesia,2018,0.05,APR,no
Ireland,2018,0.09,APR,no
Israel,2018,0.13,APR,no
India,2018,0.14,APR,no
Italy,2018,0.14,APR,no
Japan,2018,0.19,APR,no
Kenya,2018,0.05,APR,no
Cambodia,2018,0.05,APR,no
Korea (the Republic of),2018,0.05,APR,no
Kazakhstan,2018,0.17,APR,no
Sri Lanka,2018,0.03,APR,no
Lithuania,2018,0.12,APR,no
Morocco,2018,0.13,APR,no
Madagascar,2018,0.07,APR,no
Mexico,2018,0.13,APR,no
Malaysia,2018,0.22,APR,no
Nigeria,2018,0.12,APR,no
Nicaragua,2018,0.09,APR,no
Netherlands (the),2018,0.13,APR,no
Norway,2018,0.06,APR,no
New Zealand,2018,0.11,APR,no
Panama,2018,0.07,APR,no
Peru,2018,0.15,APR,no
Philippines (the),2018,0.09,APR,no
Poland,2018,0.18,APR,no
Portugal,2018,0.17,APR,no
Serbia,2018,0.12,APR,no
Russian Federation (the),2018,0.08,APR,no
Sweden,2018,0.07,APR,no
Singapore,2018,0.10,APR,no
Slovakia,2018,0.14,APR,no
Turkey,2018,0.12,APR,no
Trinidad and Tobago,2018,0.03,APR,no
Taiwan ,2018,0.09,APR,no
"Tanzania, United Republic of",2018,0.25,APR,no
Ukraine,2018,0.18,APR,no
United States of America (the),2018,0.18,APR,no
Venezuela (Bolivarian Republic of),2018,0.10,APR,no
Vietnam,2018,0.20,APR,no
South Africa,2018,0.11,APR,no
Argentina,2018,0.11,MAY,no
Austria,2018,0.17,MAY,no
Australia,2018,0.08,MAY,no
Begium,2018,0.19,MAY,no
Bulgaria,2018,0.18,MAY,no
Bolivia (Plurinational State of),2018,0.09,MAY,no
Brazil,2018,0.12,MAY,no
Botswana,2018,0.05,MAY,no
Belize,2018,0.14,MAY,no
Canada,2018,0.13,MAY,no
Switzerland,2018,0.24,MAY,no
Chile,2018,0.08,MAY,no
China,2018,0.12,MAY,no
Colombia,2018,0.08,MAY,no
Costa Rica,2018,0.07,MAY,no
Cuba,2018,0.13,MAY,no
Czechia,2018,0.21,MAY,no
Germany,2018,0.18,MAY,no
Denmark,2018,0.14,MAY,no
Dominican Republic (the),2018,0.09,MAY,no
Ecuador,2018,0.07,MAY,no
Egypt,2018,0.01,MAY,no
Spain,2018,0.15,MAY,no
Finland,2018,0.22,MAY,no
France,2018,0.15,MAY,no
United Kingdom of Great Britain and Northern Ireland (the),2018,0.14,MAY,no
Greece,2018,0.20,MAY,no
Hong Kong,2018,0.12,MAY,no
Honduras,2018,0.06,MAY,no
Hungary,2018,0.28,MAY,no
Indonesia,2018,0.03,MAY,no
Ireland,2018,0.08,MAY,no
Israel,2018,0.14,MAY,no
India,2018,0.10,MAY,no
Italy,2018,0.17,MAY,no
Japan,2018,0.11,MAY,no
Kenya,2018,0.04,MAY,no
Cambodia,2018,0.04,MAY,no
Korea (the Republic of),2018,0.16,MAY,no
Kazakhstan,2018,0.25,MAY,no
Sri Lanka,2018,0.05,MAY,no
Lithuania,2018,0.20,MAY,no
Morocco,2018,0.23,MAY,no
Madagascar,2018,0.17,MAY,no
Mexico,2018,0.10,MAY,no
Malaysia,2018,0.07,MAY,no
Nigeria,2018,0.08,MAY,no
Nicaragua,2018,0.04,MAY,no
Netherlands (the),2018,0.17,MAY,no
Norway,2018,0.16,MAY,no
New Zealand,2018,0.09,MAY,no
Panama,2018,0.07,MAY,no
Peru,2018,0.11,MAY,no
Philippines (the),2018,0.57,MAY,no
Poland,2018,0.17,MAY,no
Portugal,2018,0.12,MAY,no
Serbia,2018,0.19,MAY,no
Russian Federation (the),2018,0.18,MAY,no
Sweden,2018,0.24,MAY,no
Singapore,2018,0.12,MAY,no
Slovakia,2018,0.22,MAY,no
Turkey,2018,0.06,MAY,no
Trinidad and Tobago,2018,0.12,MAY,no
Taiwan ,2018,0.13,MAY,no
"Tanzania, United Republic of",2018,0.13,MAY,no
Ukraine,2018,0.21,MAY,no
United States of America (the),2018,0.14,MAY,no
Venezuela (Bolivarian Republic of),2018,0.20,MAY,no
Vietnam,2018,0.02,MAY,no
South Africa,2018,0.11,MAY,no
Argentina,2019,0.12,MAR,no
Austria,2019,0.05,MAR,no
Australia,2019,0.12,MAR,no
Begium,2019,0.06,MAR,no
Bulgaria,2019,0.07,MAR,no
Bolivia (Plurinational State of),2019,0.05,MAR,no
Brazil,2019,0.09,MAR,no
Botswana,2019,0.14,MAR,no
Belize,2019,0.10,MAR,no
Canada,2019,0.03,MAR,no
Switzerland,2019,0.06,MAR,no
Chile,2019,0.09,MAR,no
China,2019,0.08,MAR,no
Colombia,2019,0.14,MAR,no
Costa Rica,2019,0.23,MAR,no
Cuba,2019,0.12,MAR,no
Czechia,2019,0.04,MAR,no
Germany,2019,0.06,MAR,no
Denmark,2019,0.03,MAR,no
Dominican Republic (the),2019,0.25,MAR,no
Ecuador,2019,0.12,MAR,no
Egypt,2019,0.05,MAR,no
Spain,2019,0.11,MAR,no
Finland,2019,0.03,MAR,no
France,2019,0.05,MAR,no
United Kingdom of Great Britain and Northern Ireland (the),2019,0.03,MAR,no
Greece,2019,0.06,MAR,no
Hong Kong,2019,0.08,MAR,no
Honduras,2019,0.10,MAR,no
Hungary,2019,0.04,MAR,no
Indonesia,2019,0.09,MAR,no
Ireland,2019,0.03,MAR,no
Israel,2019,0.17,MAR,no
India,2019,0.11,MAR,no
Italy,2019,0.07,MAR,no
Japan,2019,0.05,MAR,no
Kenya,2019,0.07,MAR,no
Cambodia,2019,0.12,MAR,no
Korea (the Republic of),2019,0.04,MAR,no
Kazakhstan,2019,0.02,MAR,no
Sri Lanka,2019,0.14,MAR,no
Lithuania,2019,0.03,MAR,no
Morocco,2019,0.23,MAR,no
Madagascar,2019,0.07,MAR,no
Mexico,2019,0.11,MAR,no
Malaysia,2019,0.07,MAR,no
Nigeria,2019,0.25,MAR,no
Nicaragua,2019,0.07,MAR,no
Netherlands (the),2019,0.05,MAR,no
Norway,2019,0.02,MAR,no
New Zealand,2019,0.13,MAR,no
Panama,2019,0.10,MAR,no
Peru,2019,0.11,MAR,no
Philippines (the),2019,0.13,MAR,no
Poland,2019,0.03,MAR,no
Portugal,2019,0.09,MAR,no
Serbia,2019,0.08,MAR,no
Russian Federation (the),2019,0.02,MAR,no
Sweden,2019,0.03,MAR,no
Singapore,2019,0.09,MAR,no
Slovakia,2019,0.06,MAR,no
Turkey,2019,0.03,MAR,no
Trinidad and Tobago,2019,0.07,MAR,no
Taiwan ,2019,0.08,MAR,no
"Tanzania, United Republic of",2019,0.05,MAR,no
Ukraine,2019,0.04,MAR,no
United States of America (the),2019,0.08,MAR,no
Venezuela (Bolivarian Republic of),2019,0.03,MAR,no
Vietnam,2019,0.06,MAR,no
South Africa,2019,0.08,MAR,no
Argentina,2019,0.22,APR,no
Austria,2019,0.09,APR,no
Australia,2019,0.14,APR,no
Begium,2019,0.11,APR,no
Bulgaria,2019,0.09,APR,no
Bolivia (Plurinational State of),2019,0.75,APR,no
Brazil,2019,0.12,APR,no
Botswana,2019,0.09,APR,no
Belize,2019,0.12,APR,no
Canada,2019,0.06,APR,no
Switzerland,2019,0.09,APR,no
Chile,2019,0.11,APR,no
China,2019,0.10,APR,no
Colombia,2019,0.24,APR,no
Costa Rica,2019,0.11,APR,no
Cuba,2019,0.12,APR,no
Czechia,2019,0.19,APR,no
Germany,2019,0.10,APR,no
Denmark,2019,0.05,APR,no
Dominican Republic (the),2019,0.09,APR,no
Ecuador,2019,0.17,APR,no
Egypt,2019,0.20,APR,no
Spain,2019,0.15,APR,no
Finland,2019,0.07,APR,no
France,2019,0.08,APR,no
United Kingdom of Great Britain and Northern Ireland (the),2019,0.18,APR,no
Greece,2019,0.16,APR,no
Hong Kong,2019,0.29,APR,no
Honduras,2019,0.11,APR,no
Hungary,2019,0.10,APR,no
Indonesia,2019,0.10,APR,no
Ireland,2019,0.05,APR,no
Israel,2019,0.17,APR,no
India,2019,0.08,APR,no
Italy,2019,0.12,APR,no
Japan,2019,0.17,APR,no
Kenya,2019,0.14,APR,no
Cambodia,2019,0.01,APR,no
Korea (the Republic of),2019,0.09,APR,no
Kazakhstan,2019,0.06,APR,no
Sri Lanka,2019,0.34,APR,no
Lithuania,2019,0.10,APR,no
Morocco,2019,0.22,APR,no
Madagascar,2019,0.15,APR,no
Mexico,2019,0.26,APR,no
Malaysia,2019,0.31,APR,no
Nigeria,2019,0.08,APR,no
Nicaragua,2019,0.24,APR,no
Netherlands (the),2019,0.08,APR,no
Norway,2019,0.06,APR,no
New Zealand,2019,0.20,APR,no
Panama,2019,0.21,APR,no
Peru,2019,0.08,APR,no
Philippines (the),2019,0.10,APR,no
Poland,2019,0.05,APR,no
Portugal,2019,0.13,APR,no
Serbia,2019,0.15,APR,no
Russian Federation (the),2019,0.06,APR,no
Sweden,2019,0.06,APR,no
Singapore,2019,0.12,APR,no
Slovakia,2019,0.14,APR,no
Turkey,2019,0.11,APR,no
Trinidad and Tobago,2019,0.05,APR,no
Taiwan ,2019,0.22,APR,no
"Tanzania, United Republic of",2019,0.03,APR,no
Ukraine,2019,0.10,APR,no
United States of America (the),2019,0.18,APR,no
Venezuela (Bolivarian Republic of),2019,0.07,APR,no
Vietnam,2019,0.12,APR,no
South Africa,2019,0.31,APR,no
Argentina,2019,0.08,MAY,no
Austria,2019,0.13,MAY,no
Australia,2019,0.09,MAY,no
Begium,2019,0.21,MAY,no
Bulgaria,2019,0.20,MAY,no
Bolivia (Plurinational State of),2019,0.03,MAY,no
Brazil,2019,0.08,MAY,no
Botswana,2019,0.05,MAY,no
Belize,2019,0.19,MAY,no
Canada,2019,0.13,MAY,no
Switzerland,2019,0.12,MAY,no
Chile,2019,0.08,MAY,no
China,2019,0.16,MAY,no
Colombia,2019,0.11,MAY,no
Costa Rica,2019,0.06,MAY,no
Cuba,2019,0.09,MAY,no
Czechia,2019,0.17,MAY,no
Germany,2019,0.13,MAY,no
Denmark,2019,0.09,MAY,no
Dominican Republic (the),2019,0.05,MAY,no
Ecuador,2019,0.08,MAY,no
Egypt,2019,0.27,MAY,no
Spain,2019,0.12,MAY,no
Finland,2019,0.15,MAY,no
France,2019,0.13,MAY,no
United Kingdom of Great Britain and Northern Ireland (the),2019,0.16,MAY,no
Greece,2019,0.17,MAY,no
Hong Kong,2019,0.14,MAY,no
Honduras,2019,0.10,MAY,no
Hungary,2019,0.11,MAY,no
Indonesia,2019,0.07,MAY,no
Ireland,2019,0.21,MAY,no
Israel,2019,0.14,MAY,no
India,2019,0.09,MAY,no
Italy,2019,0.13,MAY,no
Japan,2019,0.15,MAY,no
Kenya,2019,0.05,MAY,no
Cambodia,2019,0.06,MAY,no
Korea (the Republic of),2019,0.18,MAY,no
Kazakhstan,2019,0.28,MAY,no
Sri Lanka,2019,0.03,MAY,no
Lithuania,2019,0.19,MAY,no
Morocco,2019,0.08,MAY,no
Madagascar,2019,0.11,MAY,no
Mexico,2019,0.09,MAY,no
Malaysia,2019,0.08,MAY,no
Nigeria,2019,0.03,MAY,no
Nicaragua,2019,0.14,MAY,no
Netherlands (the),2019,0.13,MAY,no
Norway,2019,0.10,MAY,no
New Zealand,2019,0.09,MAY,no
Panama,2019,0.14,MAY,no
Peru,2019,0.08,MAY,no
Philippines (the),2019,0.23,MAY,no
Poland,2019,0.13,MAY,no
Portugal,2019,0.15,MAY,no
Serbia,2019,0.26,MAY,no
Russian Federation (the),2019,0.17,MAY,no
Sweden,2019,0.11,MAY,no
Singapore,2019,0.09,MAY,no
Slovakia,2019,0.25,MAY,no
Turkey,2019,0.34,MAY,no
Trinidad and Tobago,2019,0.05,MAY,no
Taiwan ,2019,0.12,MAY,no
"Tanzania, United Republic of",2019,0.07,MAY,no
Ukraine,2019,0.17,MAY,no
United States of America (the),2019,0.13,MAY,no
Venezuela (Bolivarian Republic of),2019,0.11,MAY,no
Vietnam,2019,0.07,MAY,no
South Africa,2019,0.08,MAY,no
Argentina,2020,0.11,MAR,yes
Austria,2020,0.08,MAR,yes
Australia,2020,0.12,MAR,yes
Begium,2020,0.09,MAR,yes
Bulgaria,2020,0.03,MAR,yes
Bolivia (Plurinational State of),2020,0.09,MAR,yes
Brazil,2020,0.12,MAR,yes
Botswana,2020,0.24,MAR,yes
Belize,2020,0.05,MAR,yes
Canada,2020,0.04,MAR,yes
Switzerland,2020,0.05,MAR,yes
Chile,2020,0.10,MAR,yes
China,2020,0.06,MAR,yes
Colombia,2020,0.12,MAR,yes
Costa Rica,2020,0.17,MAR,yes
Cuba,2020,0.17,MAR,yes
Cuba,2020,0.13,MAR,yes
Czechia,2020,0.05,MAR,yes
Germany,2020,0.07,MAR,yes
Denmark,2020,0.06,MAR,yes
Dominican Republic (the),2020,0.04,MAR,yes
Ecuador,2020,0.10,MAR,yes
Egypt,2020,0.13,MAR,yes
Spain,2020,0.09,MAR,yes
Finland,2020,0.02,MAR,yes
France,2020,0.06,MAR,yes
United Kingdom of Great Britain and Northern Ireland (the),2020,0.05,MAR,yes
Greece,2020,0.11,MAR,yes
Hong Kong,2020,0.08,MAR,yes
Honduras,2020,0.17,MAR,yes
Hungary,2020,0.04,MAR,yes
Indonesia,2020,0.14,MAR,yes
Ireland,2020,0.08,MAR,yes
Israel,2020,0.17,MAR,yes
India,2020,0.08,MAR,yes
Italy,2020,0.06,MAR,yes
Japan,2020,0.08,MAR,yes
Kenya,2020,0.10,MAR,yes
Cambodia,2020,0.09,MAR,yes
Korea (the Republic of),2020,0.13,MAR,yes
Kazakhstan,2020,0.10,MAR,yes
Sri Lanka,2020,0.08,MAR,yes
Lithuania,2020,0.06,MAR,yes
Morocco,2020,0.02,MAR,yes
Madagascar,2020,0.36,MAR,yes
Mexico,2020,0.12,MAR,yes
Malaysia,2020,0.16,MAR,yes
Nigeria,2020,0.25,MAR,yes
Nicaragua,2020,0.08,MAR,yes
Netherlands (the),2020,0.05,MAR,yes
Norway,2020,0.03,MAR,yes
New Zealand,2020,0.10,MAR,yes
Panama,2020,0.05,MAR,yes
Peru,2020,0.13,MAR,yes
Philippines (the),2020,0.12,MAR,yes
Poland,2020,0.07,MAR,yes
Portugal,2020,0.10,MAR,yes
Serbia,2020,0.15,MAR,yes
Russian Federation (the),2020,0.03,MAR,yes
Sweden,2020,0.02,MAR,yes
Singapore,2020,0.09,MAR,yes
Slovakia,2020,0.07,MAR,yes
Turkey,2020,0.05,MAR,yes
Trinidad and Tobago,2020,0.16,MAR,yes
Taiwan ,2020,0.12,MAR,yes
"Tanzania, United Republic of",2020,0.07,MAR,yes
Ukraine,2020,0.05,MAR,yes
United States of America (the),2020,0.09,MAR,yes
Venezuela (Bolivarian Republic of),2020,0.04,MAR,yes
Vietnam,2020,0.09,MAR,yes
South Africa,2020,0.11,MAR,yes
Argentina,2020,0.17,APR,yes
Austria,2020,0.21,APR,yes
Australia,2020,0.18,APR,yes
Begium,2020,0.18,APR,yes
Bulgaria,2020,0.05,APR,yes
Bolivia (Plurinational State of),2020,0.48,APR,yes
Brazil,2020,0.14,APR,yes
Botswana,2020,0.18,APR,yes
Belize,2020,0.01,APR,yes
Canada,2020,0.09,APR,yes
Switzerland,2020,0.14,APR,yes
Chile,2020,0.05,APR,yes
China,2020,0.13,APR,yes
Colombia,2020,0.10,APR,yes
Costa Rica,2020,0.05,APR,yes
Cuba,2020,0.05,APR,yes
Cuba,2020,0.04,APR,yes
Czechia,2020,0.23,APR,yes
Germany,2020,0.13,APR,yes
Denmark,2020,0.15,APR,yes
Dominican Republic (the),2020,0.17,APR,yes
Ecuador,2020,0.09,APR,yes
Egypt,2020,0.18,APR,yes
Spain,2020,0.09,APR,yes
Finland,2020,0.04,APR,yes
France,2020,0.13,APR,yes
United Kingdom of Great Britain and Northern Ireland (the),2020,0.20,APR,yes
Greece,2020,0.12,APR,yes
Hong Kong,2020,0.26,APR,yes
Honduras,2020,0.17,APR,yes
Hungary,2020,0.15,APR,yes
Indonesia,2020,0.08,APR,yes
Ireland,2020,0.17,APR,yes
Israel,2020,0.16,APR,yes
India,2020,0.08,APR,yes
Italy,2020,0.10,APR,yes
Japan,2020,0.17,APR,yes
Kenya,2020,0.04,APR,yes
Cambodia,2020,0.05,APR,yes
Korea (the Republic of),2020,0.11,APR,yes
Kazakhstan,2020,0.10,APR,yes
Sri Lanka,2020,0.17,APR,yes
Lithuania,2020,0.10,APR,yes
Morocco,2020,0.03,APR,yes
Madagascar,2020,0.10,APR,yes
Mexico,2020,0.13,APR,yes
Malaysia,2020,0.08,APR,yes
Nigeria,2020,0.03,APR,yes
Nicaragua,2020,0.22,APR,yes
Netherlands (the),2020,0.11,APR,yes
Norway,2020,0.07,APR,yes
New Zealand,2020,0.19,APR,yes
Panama,2020,0.43,APR,yes
Peru,2020,0.12,APR,yes
Philippines (the),2020,0.28,APR,yes
Poland,2020,0.11,APR,yes
Portugal,2020,0.09,APR,yes
Serbia,2020,0.13,APR,yes
Russian Federation (the),2020,0.08,APR,yes
Sweden,2020,0.07,APR,yes
Singapore,2020,0.05,APR,yes
Slovakia,2020,0.13,APR,yes
Turkey,2020,0.09,APR,yes
Trinidad and Tobago,2020,0.07,APR,yes
Taiwan ,2020,0.27,APR,yes
"Tanzania, United Republic of",2020,0.15,APR,yes
Ukraine,2020,0.16,APR,yes
United States of America (the),2020,0.17,APR,yes
Venezuela (Bolivarian Republic of),2020,0.08,APR,yes
Vietnam,2020,0.15,APR,yes
South Africa,2020,0.22,APR,yes
Argentina,2020,0.09,MAY,yes
Austria,2020,0.17,MAY,yes
Australia,2020,0.12,MAY,yes
Begium,2020,0.20,MAY,yes
Bulgaria,2020,0.10,MAY,yes
Bolivia (Plurinational State of),2020,0.05,MAY,yes
Brazil,2020,0.11,MAY,yes
Botswana,2020,0.09,MAY,yes
Belize,2020,0.01,MAY,yes
Canada,2020,0.16,MAY,yes
Switzerland,2020,0.24,MAY,yes
Chile,2020,0.07,MAY,yes
China,2020,0.15,MAY,yes
Colombia,2020,0.12,MAY,yes
Costa Rica,2020,0.04,MAY,yes
Cuba,2020,0.04,MAY,yes
Cuba,2020,0.11,MAY,yes
Czechia,2020,0.20,MAY,yes
Germany,2020,0.20,MAY,yes
Denmark,2020,0.23,MAY,yes
Dominican Republic (the),2020,0.19,MAY,yes
Ecuador,2020,0.12,MAY,yes
Egypt,2020,0.08,MAY,yes
Spain,2020,0.14,MAY,yes
Finland,2020,0.19,MAY,yes
France,2020,0.20,MAY,yes
United Kingdom of Great Britain and Northern Ireland (the),2020,0.16,MAY,yes
Greece,2020,0.14,MAY,yes
Hong Kong,2020,0.15,MAY,yes
Honduras,2020,0.10,MAY,yes
Hungary,2020,0.20,MAY,yes
Indonesia,2020,0.08,MAY,yes
Ireland,2020,0.18,MAY,yes
Israel,2020,0.21,MAY,yes
India,2020,0.09,MAY,yes
Italy,2020,0.22,MAY,yes
Japan,2020,0.15,MAY,yes
Kenya,2020,0.21,MAY,yes
Cambodia,2020,0.14,MAY,yes
Korea (the Republic of),2020,0.21,MAY,yes
Kazakhstan,2020,0.13,MAY,yes
Sri Lanka,2020,0.11,MAY,yes
Lithuania,2020,0.21,MAY,yes
Morocco,2020,0.02,MAY,yes
Madagascar,2020,0.04,MAY,yes
Mexico,2020,0.11,MAY,yes
Malaysia,2020,0.07,MAY,yes
Nigeria,2020,0.11,MAY,yes
Nicaragua,2020,0.06,MAY,yes
Netherlands (the),2020,0.20,MAY,yes
Norway,2020,0.15,MAY,yes
New Zealand,2020,0.13,MAY,yes
Panama,2020,0.07,MAY,yes
Peru,2020,0.05,MAY,yes
Philippines (the),2020,0.08,MAY,yes
Poland,2020,0.23,MAY,yes
Portugal,2020,0.18,MAY,yes
Serbia,2020,0.18,MAY,yes
Russian Federation (the),2020,0.19,MAY,yes
Sweden,2020,0.16,MAY,yes
Singapore,2020,0.08,MAY,yes
Slovakia,2020,0.17,MAY,yes
Turkey,2020,0.21,MAY,yes
Trinidad and Tobago,2020,0.12,MAY,yes
Taiwan ,2020,0.14,MAY,yes
"Tanzania, United Republic of",2020,0.06,MAY,yes
Ukraine,2020,0.18,MAY,yes
United States of America (the),2020,0.17,MAY,yes
Venezuela (Bolivarian Republic of),2020,0.15,MAY,yes
Vietnam,2020,0.13,MAY,yes
South Africa,2020,0.08,MAY,yes
